UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
989,H30402,0,296.3,307.1,1774,25.9,154,0,0,0,0,0,0
990,M15849,2,296.2,307.0,2119,18.3,159,0,0,0,0,0,0
991,L48170,1,296.2,307.0,1414,48.3,162,0,0,0,0,0,0
992,M15851,2,296.1,307.0,1523,42.0,164,0,0,0,0,0,0
993,L48172,1,296.1,307.1,1651,35.7,167,0,0,0,0,0,0
994,M15853,2,296.1,307.1,1485,36.0,169,0,0,0,0,0,0
995,M15854,2,296.2,307.2,1168,63.4,172,0,0,0,0,0,0
996,L48175,1,296.3,307.3,1566,35.8,175,0,0,0,0,0,0
997,M15856,2,296.3,307.2,1286,51.1,177,0,0,0,0,0,0
998,M15857,2,296.3,307.2,1446,45.9,180,0,0,0,0,0,0
999,M15858,2,296.4,307.2,2071,19.4,183,0,0,0,0,0,0
1000,L48179,1,296.3,307.1,1560,33.2,186,0,0,0,0,0,0
1001,L48180,1,296.3,307.1,1654,29.6,188,0,0,0,0,0,0
1002,L48181,1,296.3,307.1,1662,32.9,190,0,0,0,0,0,0
1003,L48182,1,296.3,307.2,1646,35.0,192,0,0,0,0,0,0
1004,L48183,1,296.2,307.1,1444,46.7,194,0,0,0,0,0,0
1005,H30418,0,296.3,307.2,1424,42.0,196,0,0,0,0,0,0
1006,L48185,1,296.2,307.2,1382,52.0,201,0,0,0,0,0,0
1007,L48186,1,296.2,307.1,1413,53.4,203,0,0,0,0,0,0
1008,M15867,2,296.2,307.2,1633,31.1,0,0,0,0,0,0,0
1009,L48188,1,296.2,307.1,1441,41.7,3,0,0,0,0,0,0
1010,M15869,2,296.2,307.2,1385,44.0,5,0,0,0,0,0,0
1011,M15870,2,296.2,307.2,1552,34.8,8,0,0,0,0,0,0
1012,M15871,2,296.2,307.3,1451,42.8,11,0,0,0,0,0,0
1013,M15872,2,296.1,307.1,1433,38.5,14,0,0,0,0,0,0
1014,M15873,2,296.1,307.2,1619,29.7,17,0,0,0,0,0,0
1015,L48194,1,296.2,307.2,1445,41.8,20,0,0,0,0,0,0
1016,L48195,1,296.2,307.2,1356,43.6,22,0,0,0,0,0,0
1017,M15876,2,296.3,307.2,1319,68.3,24,1,0,0,1,0,0
1018,L48197,1,296.3,307.2,1637,31.6,27,0,0,0,0,0,0
1019,L48198,1,296.3,307.2,1291,58.6,29,0,0,0,0,0,0
1020,L48199,1,296.3,307.3,1398,52.7,31,0,0,0,0,0,0
1021,L48200,1,296.3,307.3,1372,57.7,33,0,0,0,0,0,0
1022,M15881,2,296.3,307.2,1454,42.5,35,0,0,0,0,0,0
1023,L48202,1,296.2,307.2,1515,36.5,38,0,0,0,0,0,0
1024,L48203,1,296.2,307.3,1881,24.3,40,0,0,0,0,0,0
1025,L48204,1,296.2,307.3,1711,29.9,42,0,0,0,0,0,0
1026,L48205,1,296.2,307.3,1475,37.0,44,0,0,0,0,0,0
1027,L48206,1,296.4,307.4,1512,36.8,46,0,0,0,0,0,0
1028,M15887,2,296.3,307.4,1335,50.5,48,0,0,0,0,0,0
1029,L48208,1,296.3,307.4,1472,39.9,51,0,0,0,0,0,0
1030,M15889,2,296.2,307.3,1477,35.2,53,0,0,0,0,0,0
1031,L48210,1,296.3,307.4,1760,28.4,56,0,0,0,0,0,0
1032,L48211,1,296.4,307.5,1549,36.1,58,0,0,0,0,0,0
1033,L48212,1,296.3,307.4,1648,34.0,60,0,0,0,0,0,0
1034,H30447,0,296.4,307.5,1556,38.0,62,0,0,0,0,0,0
1035,M15894,2,296.3,307.4,1958,19.1,67,0,0,0,0,0,0
1036,L48215,1,296.4,307.4,1403,48.4,70,0,0,0,0,0,0
1037,M15896,2,296.4,307.5,1684,31.4,72,0,0,0,0,0,0
1038,H30451,0,296.4,307.5,1596,35.1,75,0,0,0,0,0,0
1039,L48218,1,296.6,307.6,1498,41.1,80,0,0,0,0,0,0
1040,L48219,1,296.7,307.7,1524,36.8,82,0,0,0,0,0,0
1041,L48220,1,296.7,307.7,1502,43.9,84,0,0,0,0,0,0
1042,L48221,1,296.6,307.6,1809,25.1,86,0,0,0,0,0,0
1043,L48222,1,296.6,307.6,1542,37.4,88,0,0,0,0,0,0
1044,L48223,1,296.5,307.6,1431,45.2,90,0,0,0,0,0,0
1045,L48224,1,296.5,307.6,1512,43.6,92,0,0,0,0,0,0
1046,H30459,0,296.4,307.5,1403,52.8,94,0,0,0,0,0,0
1047,L48226,1,296.4,307.5,1331,47.8,99,0,0,0,0,0,0
1048,M15907,2,296.6,307.7,1474,52.6,101,0,0,0,0,0,0
1049,L48228,1,296.5,307.6,1607,33.5,104,0,0,0,0,0,0
1050,L48229,1,296.5,307.6,1415,44.2,106,0,0,0,0,0,0
1051,L48230,1,296.6,307.6,1671,28.8,108,0,0,0,0,0,0
1052,L48231,1,296.6,307.7,1556,37.7,110,0,0,0,0,0,0
1053,L48232,1,296.7,307.7,1927,23.9,112,0,0,0,0,0,0
1054,M15913,2,296.7,307.7,1597,32.1,114,0,0,0,0,0,0
1055,H30468,0,296.8,307.8,1627,30.5,117,0,0,0,0,0,0
1056,L48235,1,296.8,307.8,1480,39.4,122,0,0,0,0,0,0
1057,L48236,1,296.8,307.8,1565,39.5,124,0,0,0,0,0,0
1058,L48237,1,296.8,307.8,1573,36.4,126,0,0,0,0,0,0
1059,L48238,1,296.7,307.8,1605,31.3,128,0,0,0,0,0,0
1060,M15919,2,296.7,307.9,1874,21.3,130,0,0,0,0,0,0
1061,H30474,0,296.7,307.9,1424,53.8,133,0,0,0,0,0,0
1062,L48241,1,296.7,307.9,1420,50.1,138,0,0,0,0,0,0
1063,L48242,1,296.8,307.9,1372,49.0,140,0,0,0,0,0,0
1064,M15923,2,296.8,307.8,1664,32.8,142,0,0,0,0,0,0
1065,M15924,2,296.8,307.9,1409,44.3,145,0,0,0,0,0,0
1066,L48245,1,296.8,307.9,1718,25.2,148,0,0,0,0,0,0
1067,M15926,2,296.9,307.8,1544,40.3,150,0,0,0,0,0,0
1068,L48247,1,296.9,307.8,1466,45.7,153,0,0,0,0,0,0
1069,L48248,1,296.8,307.8,1394,47.7,155,0,0,0,0,0,0
1070,M15929,2,296.9,307.8,1840,24.6,157,0,0,0,0,0,0
1071,M15930,2,296.9,307.8,1477,37.2,160,0,0,0,0,0,0
1072,L48251,1,296.9,307.8,1425,49.1,163,0,0,0,0,0,0
1073,M15932,2,297.0,307.9,1414,46.2,165,0,0,0,0,0,0
1074,L48253,1,297.0,307.8,1414,47.5,168,0,0,0,0,0,0
1075,L48254,1,297.0,307.9,1595,31.7,170,0,0,0,0,0,0
1076,H30489,0,296.9,307.8,1345,54.5,172,0,0,0,0,0,0
1077,L48256,1,296.9,307.7,1653,35.9,177,0,0,0,0,0,0
1078,L48257,1,296.8,307.6,1547,36.5,179,0,0,0,0,0,0
1079,H30492,0,296.9,307.7,1656,30.8,181,0,0,0,0,0,0
1080,L48259,1,297.0,307.7,1731,28.5,186,0,0,0,0,0,0
1081,L48260,1,297.0,307.8,1774,28.0,188,0,0,0,0,0,0
1082,L48261,1,297.0,307.8,1521,40.2,190,0,0,0,0,0,0
1083,H30496,0,297.1,307.9,1420,39.8,192,0,0,0,0,0,0
1084,L48263,1,297.0,307.8,1683,32.3,197,0,0,0,0,0,0
1085,M15944,2,297.0,307.7,1498,47.1,199,0,0,0,0,0,0
1086,L48265,1,297.0,307.8,1385,56.4,202,1,0,0,0,1,0
1087,L48266,1,297.0,307.9,1455,49.0,204,0,0,0,0,0,0
1088,H30501,0,296.9,307.8,1549,35.8,206,1,1,0,0,0,0
1089,M15948,2,296.9,307.8,1392,43.9,0,0,0,0,0,0,0
1090,M15949,2,296.9,307.7,2008,17.5,3,0,0,0,0,0,0
1091,L48270,1,296.9,307.7,1464,41.4,6,0,0,0,0,0,0
1092,L48271,1,297.0,307.7,1447,46.4,8,0,0,0,0,0,0
1093,M15952,2,296.9,307.6,1685,32.0,10,0,0,0,0,0,0
1094,M15953,2,296.8,307.5,1443,39.2,13,0,0,0,0,0,0
1095,L48274,1,296.9,307.5,1354,44.4,16,0,0,0,0,0,0
1096,L48275,1,296.9,307.5,2721,9.3,18,1,0,0,1,0,0
1097,L48276,1,297.0,307.6,1680,35.8,20,0,0,0,0,0,0
1098,H30511,0,296.9,307.5,1397,48.3,22,0,0,0,0,0,0
1099,M15958,2,296.9,307.4,1521,37.9,27,0,0,0,0,0,0
1100,M15959,2,296.8,307.4,1472,43.9,30,0,0,0,0,0,0
1101,H30514,0,296.8,307.5,1695,30.0,33,0,0,0,0,0,0
1102,H30515,0,296.7,307.5,1607,33.6,38,0,0,0,0,0,0
1103,L48282,1,296.8,307.5,1347,54.8,43,0,0,0,0,0,0
1104,M15963,2,296.7,307.4,1540,38.7,45,0,0,0,0,0,0
1105,L48284,1,296.6,307.4,1389,42.7,48,0,0,0,0,0,0
1106,M15965,2,296.6,307.5,1734,27.0,50,0,0,0,0,0,0
1107,L48286,1,296.7,307.6,1540,38.6,53,0,0,0,0,0,0
1108,M15967,2,296.7,307.5,1515,42.1,55,0,0,0,0,0,0
1109,L48288,1,296.6,307.4,1504,45.8,58,0,0,0,0,0,0
1110,L48289,1,296.6,307.5,1557,35.1,60,0,0,0,0,0,0
1111,L48290,1,296.5,307.4,1292,52.5,62,0,0,0,0,0,0
1112,H30525,0,296.5,307.4,1432,49.2,64,0,0,0,0,0,0
1113,M15972,2,296.5,307.4,1350,55.6,69,0,0,0,0,0,0
1114,M15973,2,296.6,307.4,1790,25.8,72,0,0,0,0,0,0
1115,H30528,0,296.4,307.3,1540,37.4,75,0,0,0,0,0,0
1116,M15975,2,296.4,307.3,2077,19.1,80,0,0,0,0,0,0
1117,L48296,1,296.4,307.3,1487,37.5,83,0,0,0,0,0,0
1118,L48297,1,296.5,307.4,1523,40.7,85,0,0,0,0,0,0
1119,L48298,1,296.5,307.5,1443,41.8,87,0,0,0,0,0,0
1120,L48299,1,296.5,307.5,1340,59.1,89,0,0,0,0,0,0
1121,H30534,0,296.6,307.7,1654,31.0,91,0,0,0,0,0,0
1122,L48301,1,296.6,307.6,1459,40.2,96,0,0,0,0,0,0
1123,L48302,1,296.5,307.6,1541,38.5,98,0,0,0,0,0,0
1124,H30537,0,296.6,307.7,1386,62.3,100,1,0,0,1,0,0
1125,M15984,2,296.7,307.8,1258,69.0,105,1,0,0,1,0,0
1126,M15985,2,296.7,307.8,1375,51.4,108,0,0,0,0,0,0
1127,L48306,1,296.8,307.9,1706,30.8,111,0,0,0,0,0,0
1128,M15987,2,296.7,307.8,1672,32.4,113,0,0,0,0,0,0
1129,M15988,2,296.8,307.9,1843,25.2,116,0,0,0,0,0,0
1130,L48309,1,296.7,307.9,1690,29.6,119,0,0,0,0,0,0
1131,L48310,1,296.8,307.9,1413,46.5,121,0,0,0,0,0,0
1132,L48311,1,296.8,307.9,1489,33.4,123,0,0,0,0,0,0
1133,L48312,1,296.8,307.9,1271,61.4,125,0,0,0,0,0,0
1134,M15993,2,296.8,307.9,1418,47.9,127,0,0,0,0,0,0
1135,M15994,2,296.9,307.8,1426,50.7,130,0,0,0,0,0,0
1136,L48315,1,296.9,307.9,1535,39.2,133,0,0,0,0,0,0
1137,L48316,1,296.9,307.8,1557,38.1,135,0,0,0,0,0,0
1138,L48317,1,296.9,307.8,1653,29.7,137,0,0,0,0,0,0
1139,L48318,1,296.9,307.9,1435,41.6,139,0,0,0,0,0,0
1140,M15999,2,297.0,307.9,1569,33.3,141,0,0,0,0,0,0
1141,M16000,2,296.9,307.9,1385,44.8,144,0,0,0,0,0,0
1142,L48321,1,297.0,307.9,1635,31.6,147,0,0,0,0,0,0
1143,L48322,1,296.9,307.9,1423,43.9,149,0,0,0,0,0,0
1144,L48323,1,297.0,307.9,1479,39.2,151,0,0,0,0,0,0
1145,L48324,1,297.0,307.9,1296,69.1,153,1,0,0,1,0,0
1146,L48325,1,297.0,307.8,1553,33.3,155,0,0,0,0,0,0
1147,L48326,1,297.0,307.9,1529,42.2,157,0,0,0,0,0,0
1148,M16007,2,297.1,308.0,1690,25.6,159,0,0,0,0,0,0
1149,L48328,1,297.1,308.0,1348,58.0,162,0,0,0,0,0,0
1150,L48329,1,297.2,308.1,1446,38.5,164,0,0,0,0,0,0
1151,L48330,1,297.1,307.9,1456,50.0,166,0,0,0,0,0,0
1152,L48331,1,297.0,307.9,1350,47.7,168,0,0,0,0,0,0
1153,L48332,1,297.1,307.9,1507,38.3,170,0,0,0,0,0,0
1154,H30567,0,297.0,307.9,1448,45.6,172,0,0,0,0,0,0
1155,L48334,1,296.9,307.9,1626,29.9,177,0,0,0,0,0,0
1156,H30569,0,297.0,307.9,1846,27.3,179,0,0,0,0,0,0
1157,H30570,0,297.0,307.8,1404,40.7,184,0,0,0,0,0,0
1158,L48337,1,297.0,307.8,1583,37.2,189,0,0,0,0,0,0
1159,L48338,1,297.0,307.9,1436,47.7,191,0,0,0,0,0,0
1160,L48339,1,297.0,307.8,1609,35.6,193,0,0,0,0,0,0
1161,H30574,0,297.0,307.7,1834,23.8,195,0,0,0,0,0,0
1162,L48341,1,297.0,307.8,1316,61.2,200,1,0,0,0,1,0
1163,L48342,1,296.9,307.8,1400,57.1,202,1,0,0,0,1,0
1164,L48343,1,296.9,307.9,1367,47.1,204,0,0,0,0,0,0
1165,L48344,1,297.1,308.1,1754,30.3,206,0,0,0,0,0,0
1166,L48345,1,297.1,308.1,1487,34.6,208,0,0,0,0,0,0
1167,M16026,2,297.1,308.1,1506,37.7,210,0,0,0,0,0,0
1168,L48347,1,297.0,308.1,1362,52.5,213,1,0,0,0,1,0
1169,L48348,1,297.1,308.1,1584,36.8,215,0,0,0,0,0,0
1170,L48349,1,297.0,308.1,1355,43.7,217,0,0,0,0,0,0
1171,M16030,2,297.1,308.1,1823,24.3,219,0,0,0,0,0,0
1172,H30585,0,297.0,308.1,1517,41.4,222,0,0,0,0,0,0
1173,L48352,1,297.1,308.1,1446,36.6,227,0,0,0,0,0,0
1174,H30587,0,297.1,308.0,1559,38.8,229,0,0,0,0,0,0
1175,M16034,2,297.1,308.1,1352,44.4,0,0,0,0,0,0,0
1176,M16035,2,297.2,308.3,1578,37.8,3,0,0,0,0,0,0
1177,M16036,2,297.2,308.3,1429,42.0,6,0,0,0,0,0,0
1178,M16037,2,297.2,308.3,1604,39.4,9,0,0,0,0,0,0
1179,L48358,1,297.3,308.5,1398,60.4,12,0,0,0,0,0,0
1180,L48359,1,297.3,308.4,1441,43.4,14,0,0,0,0,0,0
1181,H30594,0,297.3,308.4,1531,35.6,16,0,0,0,0,0,0
1182,L48361,1,297.2,308.3,1379,52.1,21,0,0,0,0,0,0
1183,L48362,1,297.3,308.3,1410,48.1,23,0,0,0,0,0,0
1184,L48363,1,297.3,308.4,1513,40.5,25,0,0,0,0,0,0
1185,L48364,1,297.3,308.5,1497,47.5,27,0,0,0,0,0,0
1186,L48365,1,297.3,308.4,1491,46.5,29,0,0,0,0,0,0
1187,L48366,1,297.3,308.4,1417,47.8,31,0,0,0,0,0,0
1188,M16047,2,297.4,308.6,1522,38.0,33,0,0,0,0,0,0
1189,L48368,1,297.3,308.4,1339,52.1,36,0,0,0,0,0,0
1190,M16049,2,297.2,308.3,1794,27.5,38,0,0,0,0,0,0
1191,L48370,1,297.2,308.4,1460,42.1,41,0,0,0,0,0,0
1192,M16051,2,297.2,308.3,1776,28.0,43,0,0,0,0,0,0
1193,M16052,2,297.2,308.3,1431,43.7,46,0,0,0,0,0,0
1194,L48373,1,297.1,308.2,1347,50.8,49,0,0,0,0,0,0
1195,M16054,2,297.0,308.1,1507,43.1,51,0,0,0,0,0,0
1196,M16055,2,297.0,308.0,1408,47.9,54,0,0,0,0,0,0
1197,M16056,2,297.0,307.9,1493,34.7,57,0,0,0,0,0,0
1198,M16057,2,296.9,307.9,1441,47.6,60,0,0,0,0,0,0
1199,H30612,0,296.9,307.9,1557,36.5,63,0,0,0,0,0,0
1200,M16059,2,296.9,307.9,1979,20.4,68,0,0,0,0,0,0
1201,M16060,2,296.9,308.0,1430,55.9,71,0,0,0,0,0,0
1202,L48381,1,296.9,308.0,1658,41.0,74,0,0,0,0,0,0
1203,M16062,2,297.0,308.1,1355,51.4,76,0,0,0,0,0,0
1204,H30617,0,297.0,308.1,1410,47.6,79,0,0,0,0,0,0
1205,L48384,1,296.9,308.0,1521,34.5,84,0,0,0,0,0,0
1206,L48385,1,296.8,308.0,1371,54.5,86,0,0,0,0,0,0
1207,H30620,0,296.9,308.0,1318,53.5,88,0,0,0,0,0,0
1208,M16067,2,297.0,308.1,1573,34.9,93,0,0,0,0,0,0
1209,L48388,1,297.0,308.1,1489,44.1,96,0,0,0,0,0,0
1210,H30623,0,297.0,308.1,2540,13.3,98,0,0,0,0,0,0
1211,L48390,1,297.0,308.1,1537,39.0,103,0,0,0,0,0,0
1212,H30625,0,296.9,308.0,1416,46.9,105,0,0,0,0,0,0
1213,L48392,1,296.9,307.9,1359,56.5,110,0,0,0,0,0,0
1214,M16073,2,296.8,307.8,1551,38.9,112,0,0,0,0,0,0
1215,M16074,2,296.8,307.8,1694,33.0,115,0,0,0,0,0,0
1216,L48395,1,296.8,307.9,1709,28.4,118,0,0,0,0,0,0
1217,L48396,1,296.9,308.0,1514,41.0,120,0,0,0,0,0,0
1218,L48397,1,297.0,308.1,1455,43.5,122,0,0,0,0,0,0
1219,M16078,2,297.0,308.2,1702,30.7,124,0,0,0,0,0,0
1220,M16079,2,296.9,308.1,1357,41.8,127,0,0,0,0,0,0
1221,L48400,1,297.0,308.2,1577,29.4,130,0,0,0,0,0,0
1222,M16081,2,297.0,308.3,1399,46.4,132,0,0,0,0,0,1
1223,L48402,1,297.0,308.3,1399,59.0,135,0,0,0,0,0,0
1224,L48403,1,297.0,308.3,1492,48.1,137,0,0,0,0,0,0
1225,L48404,1,297.1,308.3,1763,25.7,139,0,0,0,0,0,0
1226,H30639,0,297.1,308.3,1492,41.5,141,0,0,0,0,0,0
1227,L48406,1,297.1,308.4,1488,42.5,146,0,0,0,0,0,0
1228,L48407,1,297.1,308.4,1422,42.1,148,0,0,0,0,0,0
1229,M16088,2,297.1,308.4,1583,38.2,150,0,0,0,0,0,0
1230,L48409,1,297.1,308.4,1304,53.5,153,0,0,0,0,0,0
1231,M16090,2,297.1,308.4,1880,23.5,155,0,0,0,0,0,0
1232,M16091,2,297.2,308.5,1604,40.7,158,0,0,0,0,0,0
1233,L48412,1,297.2,308.6,1500,37.1,161,0,0,0,0,0,0
1234,M16093,2,297.2,308.5,1364,55.6,163,0,0,0,0,0,0
1235,H30648,0,297.2,308.5,2440,14.0,166,0,0,0,0,0,0
1236,H30649,0,297.1,308.4,1654,31.4,171,0,0,0,0,0,0
1237,H30650,0,297.1,308.4,1359,46.6,176,0,0,0,0,0,0
1238,M16097,2,297.1,308.4,1502,37.3,181,0,0,0,0,0,0
1239,M16098,2,297.1,308.4,1615,32.6,184,0,0,0,0,0,0
1240,H30653,0,297.2,308.5,1482,39.3,187,0,0,0,0,0,0
1241,L48420,1,297.2,308.6,1636,31.3,192,0,0,0,0,0,0
1242,M16101,2,297.1,308.5,1621,32.4,194,0,0,0,0,0,0
1243,L48422,1,297.1,308.4,1468,44.4,197,0,0,0,0,0,0
1244,M16103,2,297.1,308.4,1432,53.4,199,0,0,0,0,0,0
1245,L48424,1,297.1,308.4,1726,28.4,202,0,0,0,0,0,0
1246,M16105,2,297.1,308.4,1588,33.4,204,0,0,0,0,0,0
1247,H30660,0,297.2,308.5,1653,33.3,207,0,0,0,0,0,0
1248,L48427,1,297.2,308.5,1513,42.9,212,0,0,0,0,0,0
1249,L48428,1,297.2,308.6,1489,40.2,214,0,0,0,0,0,0
1250,L48429,1,297.3,308.7,1467,36.8,216,0,0,0,0,0,0
1251,L48430,1,297.3,308.7,1549,36.1,218,0,0,0,0,0,0
1252,M16111,2,297.4,308.8,1359,48.7,220,0,0,0,0,0,0
1253,L48432,1,297.5,308.8,1533,41.5,223,0,0,0,0,0,0
1254,L48433,1,297.5,308.8,1309,57.3,0,0,0,0,0,0,0
1255,H30668,0,297.5,308.8,1430,49.4,2,0,0,0,0,0,0
1256,H30669,0,297.5,308.9,1419,50.7,7,0,0,0,0,0,0
1257,M16116,2,297.5,308.9,1535,37.7,12,0,0,0,0,0,0
1258,L48437,1,297.5,308.9,1466,43.0,15,0,0,0,0,0,0
1259,L48438,1,297.5,308.9,1427,50.4,17,0,0,0,0,0,0
1260,M16119,2,297.5,308.9,1280,48.5,19,0,0,0,0,0,0
1261,L48440,1,297.6,309.0,1528,33.8,22,0,0,0,0,0,0
1262,H30675,0,297.6,309.0,1885,25.2,24,0,0,0,0,0,0
1263,H30676,0,297.8,309.2,1648,33.0,29,0,0,0,0,0,0
1264,L48443,1,297.8,309.2,1400,56.9,34,0,0,0,0,0,0
1265,M16124,2,297.8,309.3,2243,15.7,36,0,0,0,0,0,0
1266,L48445,1,297.9,309.4,1558,35.7,39,0,0,0,0,0,0
1267,L48446,1,298.0,309.6,1633,34.8,41,0,0,0,0,0,0
1268,M16127,2,298.1,309.6,1549,38.7,43,0,0,0,0,0,0
1269,L48448,1,298.0,309.5,1496,45.8,46,0,0,0,0,0,0
1270,L48449,1,298.1,309.5,1467,41.8,48,0,0,0,0,0,0
1271,M16130,2,298.0,309.4,1276,65.9,50,0,0,0,0,0,0
1272,H30685,0,298.0,309.4,1490,40.5,53,0,0,0,0,0,0
1273,H30686,0,298.0,309.4,1562,38.1,58,0,0,0,0,0,0
1274,L48453,1,298.1,309.4,1397,48.2,63,0,0,0,0,0,0
1275,H30688,0,298.1,309.5,1530,40.2,65,0,0,0,0,0,0
1276,M16135,2,298.1,309.4,1362,47.6,70,0,0,0,0,0,0
1277,M16136,2,298.2,309.4,1693,34.4,73,0,0,0,0,0,0
1278,M16137,2,298.2,309.4,1408,46.5,76,0,0,0,0,0,0
1279,L48458,1,298.2,309.4,1398,52.9,79,0,0,0,0,0,0
1280,M16139,2,298.3,309.6,1531,40.1,81,0,0,0,0,0,0
1281,H30694,0,298.3,309.5,1521,37.1,84,0,0,0,0,0,0
1282,H30695,0,298.3,309.5,1427,54.3,89,0,0,0,0,0,0
1283,L48462,1,298.3,309.4,1546,36.1,94,0,0,0,0,0,0
1284,L48463,1,298.3,309.4,1356,45.4,96,0,0,0,0,0,0
1285,L48464,1,298.4,309.5,2153,15.3,98,1,0,0,1,0,0
1286,M16145,2,298.5,309.6,1492,41.7,100,0,0,0,0,0,0
1287,L48466,1,298.5,309.6,1582,40.3,103,0,0,0,0,0,0
1288,L48467,1,298.5,309.6,1419,41.5,105,0,0,0,0,0,0
1289,M16148,2,298.5,309.6,1441,48.2,107,0,0,0,0,0,0
1290,M16149,2,298.6,309.7,1635,32.2,110,0,0,0,0,0,0
1291,L48470,1,298.6,309.7,1429,45.8,113,0,0,0,0,0,0
1292,M16151,2,298.6,309.7,1675,28.4,115,0,0,0,0,0,0
1293,M16152,2,298.7,309.7,1868,23.8,118,0,0,0,0,0,0
1294,H30707,0,298.7,309.8,1582,33.4,121,0,0,0,0,0,0
1295,L48474,1,298.8,309.9,1486,40.3,126,0,0,0,0,0,0
1296,L48475,1,298.7,309.8,1402,54.3,128,0,0,0,0,0,0
1297,L48476,1,298.7,309.9,1621,34.1,130,0,0,0,0,0,0
1298,L48477,1,298.8,309.9,1428,42.4,132,0,0,0,0,0,0
1299,M16158,2,298.7,309.8,1343,53.6,134,0,0,0,0,0,0
1300,M16159,2,298.7,309.9,1458,40.2,137,0,0,0,0,0,0
1301,L48480,1,298.7,309.8,1322,57.0,140,0,0,0,0,0,0
1302,L48481,1,298.7,309.9,1483,32.8,142,0,0,0,0,0,0
1303,L48482,1,298.6,309.8,1505,45.7,144,0,0,0,0,0,1
1304,L48483,1,298.7,309.9,1593,42.5,146,0,0,0,0,0,0
1305,L48484,1,298.8,310.0,2098,19.6,148,0,0,0,0,0,0
1306,L48485,1,298.8,310.0,1672,30.4,150,0,0,0,0,0,0
1307,L48486,1,298.8,310.0,1487,41.4,152,0,0,0,0,0,0
1308,L48487,1,298.8,310.0,1423,42.1,154,0,0,0,0,0,0
1309,L48488,1,298.9,310.1,1750,25.0,156,0,0,0,0,0,0
1310,L48489,1,298.9,310.2,1654,31.1,158,0,0,0,0,0,0
1311,L48490,1,298.9,310.2,1498,50.2,160,0,0,0,0,0,0
1312,L48491,1,298.9,310.1,1587,30.2,162,0,0,0,0,0,0
1313,L48492,1,298.9,310.1,1473,42.6,164,0,0,0,0,0,0
1314,L48493,1,298.9,310.2,1359,56.9,166,0,0,0,0,0,0
1315,M16174,2,299.0,310.3,1635,34.5,168,0,0,0,0,0,0
1316,L48495,1,299.0,310.3,1520,45.0,171,0,0,0,0,0,0
1317,L48496,1,299.0,310.3,1507,36.7,173,0,0,0,0,0,0
1318,L48497,1,299.0,310.3,1428,46.3,175,0,0,0,0,0,0
1319,M16178,2,299.0,310.3,1582,33.3,177,0,0,0,0,0,0
1320,L48499,1,299.0,310.3,1929,24.4,180,0,0,0,0,0,0
1321,M16180,2,299.0,310.3,1540,38.1,182,0,0,0,0,0,0
1322,L48501,1,298.9,310.2,1362,53.0,185,0,0,0,0,0,0
1323,H30736,0,298.9,310.1,1452,49.9,187,0,0,0,0,0,0
1324,L48503,1,298.9,310.1,1361,51.7,192,0,0,0,0,0,0
1325,M16184,2,298.8,310.1,1243,74.5,194,1,0,0,1,1,0
1326,H30739,0,298.8,310.1,1567,36.8,197,0,0,0,0,0,0
1327,L48506,1,298.9,310.2,1411,46.5,202,0,0,0,0,0,0
1328,L48507,1,298.8,310.2,1814,26.8,204,0,0,0,0,0,0
1329,M16188,2,298.8,310.1,1719,28.8,206,0,0,0,0,0,0
1330,H30743,0,298.8,310.2,1663,30.4,209,0,0,0,0,0,0
1331,L48510,1,298.9,310.2,1696,30.2,214,0,0,0,0,0,0
1332,H30745,0,298.9,310.2,1771,26.8,216,0,0,0,0,0,0
1333,L48512,1,299.0,310.3,1868,24.0,221,0,0,0,0,0,0
1334,M16193,2,299.0,310.3,1558,35.4,223,0,0,0,0,0,0
1335,L48514,1,299.0,310.4,1365,49.1,226,1,0,0,0,1,0
1336,L48515,1,299.0,310.4,1371,53.8,228,1,0,0,0,1,0
1337,L48516,1,298.9,310.3,1583,32.6,230,0,0,0,0,0,0
1338,H30751,0,298.7,310.2,1613,36.0,0,0,0,0,0,0,0
1339,L48518,1,298.6,310.1,1721,27.2,5,0,0,0,0,0,0
1340,M16199,2,298.6,310.2,1668,31.5,7,0,0,0,0,0,0
1341,L48520,1,298.6,310.2,1569,36.3,10,0,0,0,0,0,0
1342,M16201,2,298.6,310.2,1328,50.5,12,0,0,0,0,0,0
1343,M16202,2,298.6,310.1,1596,33.0,15,0,0,0,0,0,0
1344,L48523,1,298.5,310.2,1676,32.7,18,0,0,0,0,0,0
1345,L48524,1,298.5,310.1,1809,28.9,20,0,0,0,0,0,0
1346,L48525,1,298.5,310.0,1804,26.1,22,0,0,0,0,0,0
1347,L48526,1,298.6,310.1,1533,33.9,24,0,0,0,0,0,0
1348,L48527,1,298.7,310.2,1717,27.3,26,0,0,0,0,0,0
1349,L48528,1,298.7,310.2,1363,45.5,28,0,0,0,0,0,0
1350,L48529,1,298.7,310.2,1402,45.9,30,0,0,0,0,0,0
1351,L48530,1,298.7,310.2,1436,47.5,32,0,0,0,0,0,0
1352,L48531,1,298.7,310.2,1525,43.7,34,0,0,0,0,0,0
1353,M16212,2,298.7,310.2,1598,33.3,36,0,0,0,0,0,0
1354,M16213,2,298.6,310.1,1444,48.1,39,0,0,0,0,0,0
