UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Difference [k],Any Failure
2749,L49928,1,0.4782608695652115,0.4320987654321016,0.269499417927823,0.4299450549450549,0.6996047430830039,0,0,0,0,0,0,-0.04616210413310995,0
2750,M17609,2,0.4782608695652115,0.4320987654321016,0.3009313154831199,0.3447802197802198,0.7075098814229248,1,0,0,0,0,0,-0.04616210413310995,0
2751,H32164,0,0.4782608695652115,0.4320987654321016,0.1676367869615832,0.5054945054945055,0.7193675889328063,0,0,0,0,0,0,-0.04616210413310995,0
2752,L49931,1,0.4782608695652115,0.4197530864197603,0.1449359720605355,0.635989010989011,0.7391304347826086,0,0,0,0,0,0,-0.05850778314545124,0
2753,M17612,2,0.4782608695652115,0.4197530864197603,0.3975552968568102,0.287087912087912,0.7470355731225296,0,0,0,0,0,0,-0.05850778314545124,0
2754,L49933,1,0.4782608695652115,0.4197530864197603,0.3183934807916182,0.3296703296703297,0.758893280632411,0,0,0,0,0,0,-0.05850778314545124,0
2755,H32168,0,0.4673913043478279,0.4197530864197603,0.2689173457508731,0.3914835164835165,0.7667984189723319,0,0,0,0,0,0,-0.047638217928067605,0
2756,L49935,1,0.4782608695652115,0.4320987654321016,0.180442374854482,0.4807692307692308,0.7865612648221343,0,0,0,0,0,0,-0.04616210413310995,0
2757,L49936,1,0.4782608695652115,0.4320987654321016,0.3568102444703144,0.3543956043956044,0.7944664031620553,0,0,0,0,0,0,-0.04616210413310995,0
2758,L49937,1,0.4891304347826093,0.4320987654321016,0.1577415599534343,0.4436813186813187,0.8023715415019762,0,0,0,0,0,0,-0.05703166935050774,0
2759,M17618,2,0.4782608695652115,0.4320987654321016,0.1420256111757858,0.5700549450549449,0.8102766798418972,0,0,0,0,0,0,-0.04616210413310995,0
2760,L49939,1,0.4782608695652115,0.4197530864197603,0.1833527357392317,0.5123626373626373,0.8221343873517786,0,0,0,0,0,0,-0.05850778314545124,0
2761,L49940,1,0.4891304347826093,0.4320987654321016,0.1350407450523865,0.532967032967033,0.8300395256916996,0,0,0,0,0,0,-0.05703166935050774,0
2762,L49941,1,0.4891304347826093,0.4444444444444499,0.0762514551804424,0.8420329670329669,0.8379446640316205,1,0,0,0,1,0,-0.0446859903381594,1
2763,L49942,1,0.4891304347826093,0.4320987654321016,0.1810244470314319,0.5576923076923076,0.8458498023715414,0,0,0,0,0,0,-0.05703166935050774,0
2764,L49943,1,0.4891304347826093,0.4320987654321016,0.1880093131548312,0.6002747252747253,0.8537549407114624,0,0,0,0,0,0,-0.05703166935050774,0
2765,M17624,2,0.4999999999999929,0.4444444444444499,0.1286379511059372,0.673076923076923,0.0,0,0,0,0,0,0,-0.05555555555554298,0
2766,M17625,2,0.4999999999999929,0.4567901234567912,0.1344586728754365,0.7005494505494505,0.0118577075098814,0,0,0,0,0,0,-0.043209876543201686,0
2767,M17626,2,0.4999999999999929,0.4567901234567912,0.4196740395809081,0.3049450549450549,0.0237154150197628,0,0,0,0,0,0,-0.043209876543201686,0
2768,L49947,1,0.5108695652173907,0.4691358024691396,0.4406286379511061,0.2486263736263736,0.0355731225296442,0,0,0,0,0,0,-0.04173376274825108,0
2769,L49948,1,0.5108695652173907,0.4691358024691396,0.2951105937136206,0.3626373626373626,0.0434782608695652,0,0,0,0,0,0,-0.04173376274825108,0
2770,M17629,2,0.5108695652173907,0.481481481481488,0.179860302677532,0.4711538461538462,0.0513833992094861,0,0,0,0,0,0,-0.02938808373590268,0
2771,L49950,1,0.5108695652173907,0.481481481481488,0.1140861466821886,0.5782967032967032,0.0632411067193675,0,0,0,0,0,0,-0.02938808373590268,0
2772,L49951,1,0.4999999999999929,0.4691358024691396,0.1647264260768335,0.489010989010989,0.0711462450592885,0,0,0,0,0,0,-0.030864197530853288,0
2773,L49952,1,0.4999999999999929,0.4567901234567912,0.1740395809080326,0.5137362637362637,0.0790513833992094,0,0,0,0,0,0,-0.043209876543201686,0
2774,L49953,1,0.4999999999999929,0.4567901234567912,0.4016298020954599,0.2568681318681319,0.0869565217391304,0,0,0,0,0,0,-0.043209876543201686,0
2775,L49954,1,0.5217391304347814,0.4567901234567912,0.2275902211874273,0.4931318681318682,0.0948616600790513,0,0,0,0,0,0,-0.06494900697799016,0
2776,L49955,1,0.5217391304347814,0.4567901234567912,0.2281722933643772,0.603021978021978,0.1027667984189723,0,0,0,0,0,0,-0.06494900697799016,0
2777,L49956,1,0.5217391304347814,0.4567901234567912,0.1658905704307334,0.6016483516483516,0.1106719367588932,0,0,0,0,0,0,-0.06494900697799016,0
2778,L49957,1,0.5217391304347814,0.4567901234567912,0.1722933643771828,0.5206043956043956,0.1185770750988142,0,0,0,0,0,0,-0.06494900697799016,0
2779,L49958,1,0.5108695652173907,0.4567901234567912,0.0814901047729919,0.6373626373626373,0.1264822134387351,0,0,0,0,0,0,-0.05407944176059948,0
2780,L49959,1,0.5217391304347814,0.4691358024691396,0.1076833527357392,0.6469780219780219,0.1343873517786561,0,0,0,0,0,0,-0.052603327965641766,0
2781,M17640,2,0.5326086956521721,0.481481481481488,0.2258440046565775,0.4395604395604395,0.142292490118577,0,0,0,0,0,0,-0.051127214170684054,0
2782,L49961,1,0.5326086956521721,0.4691358024691396,0.5908032596041909,0.1923076923076923,0.1541501976284585,0,0,0,0,0,0,-0.06347289318303245,0
2783,M17642,2,0.5326086956521721,0.481481481481488,0.1880093131548312,0.5219780219780219,0.1620553359683794,0,0,0,0,0,0,-0.051127214170684054,0
2784,M17643,2,0.5326086956521721,0.481481481481488,0.209545983701979,0.4299450549450549,0.1739130434782608,0,0,0,0,0,0,-0.051127214170684054,0
2785,L49964,1,0.5326086956521721,0.481481481481488,0.1525029103608848,0.6717032967032966,0.1857707509881422,0,0,0,0,0,0,-0.051127214170684054,0
2786,L49965,1,0.5326086956521721,0.4691358024691396,0.190337601862631,0.3956043956043956,0.1936758893280632,0,0,0,0,0,0,-0.06347289318303245,0
2787,M17646,2,0.5326086956521721,0.4691358024691396,0.2689173457508731,0.3365384615384615,0.2015810276679841,0,0,0,0,0,0,-0.06347289318303245,0
2788,M17647,2,0.5434782608695627,0.481481481481488,0.2072176949941793,0.4752747252747253,0.2134387351778656,0,0,0,0,0,0,-0.06199677938807474,0
2789,L49968,1,0.5434782608695627,0.481481481481488,0.0919674039580908,0.6675824175824175,0.225296442687747,0,0,0,0,0,0,-0.06199677938807474,0
2790,H32203,0,0.5434782608695627,0.4691358024691396,0.1571594877764843,0.5521978021978021,0.2332015810276679,0,0,0,0,0,0,-0.07434245840042314,0
2791,L49970,1,0.5543478260869534,0.481481481481488,0.109429569266589,0.5782967032967032,0.2529644268774703,0,0,0,0,0,0,-0.07286634460546543,0
2792,H32205,0,0.5543478260869534,0.481481481481488,0.1443538998835856,0.5425824175824175,0.2608695652173913,0,0,0,0,0,0,-0.07286634460546543,0
2793,L49972,1,0.5543478260869534,0.4938271604938293,0.2421420256111758,0.3956043956043956,0.2806324110671936,0,0,0,0,0,0,-0.060520665593124134,0
2794,L49973,1,0.5434782608695627,0.481481481481488,0.249708963911525,0.3846153846153846,0.2885375494071146,0,0,0,0,0,0,-0.06199677938807474,0
2795,L49974,1,0.5543478260869534,0.481481481481488,0.2240977881257276,0.5508241758241758,0.2964426877470355,0,0,0,0,0,0,-0.07286634460546543,0
2796,M17655,2,0.5434782608695627,0.4691358024691396,0.1379511059371362,0.6263736263736263,0.3043478260869565,0,0,0,0,0,0,-0.07434245840042314,0
2797,L49976,1,0.5326086956521721,0.4691358024691396,0.2159487776484284,0.4326923076923076,0.3162055335968379,0,0,0,0,0,0,-0.06347289318303245,0
2798,M17657,2,0.5434782608695627,0.481481481481488,0.1338766006984866,0.6854395604395604,0.3241106719367588,0,0,0,0,0,0,-0.06199677938807474,0
2799,L49978,1,0.5434782608695627,0.481481481481488,0.2328288707799767,0.4917582417582418,0.3359683794466403,0,0,0,0,0,0,-0.06199677938807474,0
2800,L49979,1,0.5434782608695627,0.481481481481488,0.1373690337601862,0.5604395604395604,0.3438735177865612,0,0,0,0,0,0,-0.06199677938807474,0
2801,M17660,2,0.5326086956521721,0.4691358024691396,0.1932479627473807,0.5755494505494505,0.3517786561264822,0,0,0,0,0,0,-0.06347289318303245,0
2802,M17661,2,0.5326086956521721,0.4691358024691396,0.2759022118742724,0.3434065934065934,0.3636363636363636,0,0,0,0,0,0,-0.06347289318303245,0
2803,M17662,2,0.5434782608695627,0.481481481481488,0.1984866123399301,0.5879120879120879,0.375494071146245,0,0,0,0,0,0,-0.06199677938807474,0
2804,L49983,1,0.5326086956521721,0.4691358024691396,0.1018626309662398,0.6373626373626373,0.3873517786561264,0,0,0,0,0,0,-0.06347289318303245,0
2805,L49984,1,0.5217391304347814,0.4691358024691396,0.1641443538998837,0.4986263736263737,0.3952569169960474,0,0,0,0,0,0,-0.052603327965641766,0
2806,L49985,1,0.5108695652173907,0.4567901234567912,0.169965075669383,0.5453296703296703,0.4031620553359683,0,0,0,0,0,0,-0.05407944176059948,0
2807,L49986,1,0.5108695652173907,0.4444444444444499,0.1140861466821886,0.5137362637362637,0.4110671936758893,0,0,0,0,0,0,-0.06642512077294077,0
2808,M17667,2,0.4999999999999929,0.4444444444444499,0.1653084982537834,0.5233516483516483,0.4189723320158102,0,0,0,0,0,0,-0.05555555555554298,0
2809,L49988,1,0.4999999999999929,0.4444444444444499,0.1763678696158324,0.5219780219780219,0.4308300395256916,0,0,0,0,0,0,-0.05555555555554298,0
2810,L49989,1,0.4999999999999929,0.4320987654321016,0.250291036088475,0.4230769230769231,0.4387351778656126,0,0,0,0,0,0,-0.06790123456789132,0
2811,L49990,1,0.4891304347826093,0.4197530864197603,0.3515715948777648,0.2884615384615385,0.4466403162055335,0,0,0,0,0,0,-0.06937734836284903,0
2812,L49991,1,0.4999999999999929,0.4320987654321016,0.3451688009313155,0.2994505494505495,0.4545454545454545,0,0,0,0,0,0,-0.06790123456789132,0
2813,M17672,2,0.5108695652173907,0.4444444444444499,0.1426076833527357,0.5068681318681318,0.4624505928853755,0,0,0,0,0,0,-0.06642512077294077,0
2814,L49993,1,0.5108695652173907,0.4444444444444499,0.4185098952270082,0.2582417582417582,0.4743083003952569,0,0,0,0,0,0,-0.06642512077294077,0
2815,L49994,1,0.5108695652173907,0.4444444444444499,0.1321303841676367,0.7239010989010989,0.4822134387351778,0,0,0,0,0,0,-0.06642512077294077,0
2816,M17675,2,0.5217391304347814,0.4567901234567912,0.2334109429569266,0.3818681318681319,0.4901185770750987,0,0,0,0,0,0,-0.06494900697799016,0
2817,L49996,1,0.5217391304347814,0.4567901234567912,0.1548311990686846,0.5975274725274724,0.5019762845849802,0,0,0,0,0,0,-0.06494900697799016,0
2818,L49997,1,0.5326086956521721,0.4691358024691396,0.1449359720605355,0.5123626373626373,0.5098814229249011,0,0,0,0,0,0,-0.06347289318303245,0
2819,L49998,1,0.5326086956521721,0.4691358024691396,0.3265424912689173,0.3379120879120879,0.5177865612648221,0,0,0,0,0,0,-0.06347289318303245,0
2820,L49999,1,0.5326086956521721,0.4691358024691396,0.109429569266589,0.6497252747252747,0.525691699604743,0,0,0,0,0,0,-0.06347289318303245,0
2821,L50000,1,0.5326086956521721,0.4691358024691396,0.1559953434225844,0.618131868131868,0.533596837944664,0,0,0,0,0,0,-0.06347289318303245,0
2822,M17681,2,0.5434782608695627,0.481481481481488,0.1461001164144354,0.5315934065934066,0.541501976284585,0,0,0,0,0,0,-0.06199677938807474,0
2823,L50002,1,0.5434782608695627,0.481481481481488,0.2473806752037253,0.4711538461538462,0.5533596837944663,0,0,0,0,0,0,-0.06199677938807474,0
2824,M17683,2,0.5434782608695627,0.4691358024691396,0.0884749708963912,0.8021978021978022,0.5612648221343873,0,0,0,0,0,0,-0.07434245840042314,0
2825,M17684,2,0.5434782608695627,0.4691358024691396,0.1629802095459838,0.5302197802197801,0.5731225296442687,0,0,0,0,0,0,-0.07434245840042314,0
2826,L50005,1,0.5434782608695627,0.4567901234567912,0.1757857974388824,0.4079670329670329,0.5849802371541502,0,0,0,0,0,0,-0.08668813741277154,0
2827,M17686,2,0.5434782608695627,0.4567901234567912,0.2584400465657742,0.4024725274725275,0.592885375494071,0,0,0,0,0,0,-0.08668813741277154,0
2828,L50007,1,0.5543478260869534,0.4567901234567912,0.1420256111757858,0.6565934065934066,0.6047430830039525,0,0,0,0,0,0,-0.09755770263016222,0
2829,M17688,2,0.5543478260869534,0.4567901234567912,0.4115250291036089,0.2760989010989011,0.6126482213438734,0,0,0,0,0,0,-0.09755770263016222,0
2830,L50009,1,0.5434782608695627,0.4444444444444499,0.2584400465657742,0.4423076923076923,0.6245059288537549,0,0,0,0,0,0,-0.09903381642511283,0
2831,M17690,2,0.5543478260869534,0.4444444444444499,0.1414435389988358,0.5192307692307692,0.6324110671936758,0,0,0,0,0,0,-0.10990338164250352,0
2832,M17691,2,0.5434782608695627,0.4320987654321016,0.1874272409778813,0.6057692307692307,0.6442687747035573,0,0,0,0,0,0,-0.11137949543746117,0
2833,M17692,2,0.5543478260869534,0.4444444444444499,0.1740395809080326,0.5013736263736263,0.6561264822134387,0,0,0,0,0,0,-0.10990338164250352,0
2834,L50013,1,0.5434782608695627,0.4320987654321016,0.3719441210710129,0.3104395604395604,0.6679841897233201,0,0,0,0,0,0,-0.11137949543746117,0
2835,L50014,1,0.5434782608695627,0.4197530864197603,0.1164144353899884,0.5796703296703296,0.6758893280632411,0,0,0,0,0,0,-0.12372517444980247,0
2836,L50015,1,0.5434782608695627,0.4320987654321016,0.2351571594877765,0.3873626373626374,0.683794466403162,0,0,0,0,0,0,-0.11137949543746117,0
2837,M17696,2,0.5434782608695627,0.4197530864197603,0.1688009313154831,0.5563186813186812,0.691699604743083,0,0,0,0,0,0,-0.12372517444980247,0
2838,L50017,1,0.5434782608695627,0.4197530864197603,0.3090803259604191,0.364010989010989,0.7035573122529644,0,0,0,0,0,0,-0.12372517444980247,0
2839,L50018,1,0.5434782608695627,0.4444444444444499,0.180442374854482,0.4903846153846153,0.7114624505928854,0,0,0,0,0,0,-0.09903381642511283,0
2840,M17699,2,0.5543478260869534,0.4567901234567912,0.1129220023282887,0.5260989010989011,0.7193675889328063,0,0,0,0,0,0,-0.09755770263016222,0
2841,H32254,0,0.5543478260869534,0.4567901234567912,0.1856810244470315,0.4821428571428571,0.7312252964426877,0,0,0,0,0,0,-0.09755770263016222,0
2842,L50021,1,0.5434782608695627,0.4567901234567912,0.3125727590221188,0.3516483516483516,0.7509881422924901,0,0,0,0,0,0,-0.08668813741277154,0
2843,L50022,1,0.5434782608695627,0.4444444444444499,0.1030267753201397,0.6826923076923076,0.758893280632411,0,0,0,0,0,0,-0.09903381642511283,0
2844,L50023,1,0.5434782608695627,0.4320987654321016,0.2118742724097788,0.5,0.7667984189723319,0,0,0,0,0,0,-0.11137949543746117,0
2845,L50024,1,0.5434782608695627,0.4320987654321016,0.280558789289872,0.4313186813186814,0.7747035573122529,0,0,0,0,0,0,-0.11137949543746117,0
2846,L50025,1,0.5434782608695627,0.4320987654321016,0.1338766006984866,0.695054945054945,0.7826086956521738,0,0,0,0,0,0,-0.11137949543746117,0
2847,L50026,1,0.5434782608695627,0.4320987654321016,0.1420256111757858,0.5631868131868131,0.7905138339920948,0,0,0,0,0,0,-0.11137949543746117,0
2848,L50027,1,0.5543478260869534,0.4444444444444499,0.2077997671711292,0.4917582417582418,0.7984189723320158,0,0,0,0,0,0,-0.10990338164250352,0
2849,M17708,2,0.5434782608695627,0.4444444444444499,0.1298020954598371,0.743131868131868,0.8063241106719367,0,0,0,0,0,0,-0.09903381642511283,0
2850,L50029,1,0.5543478260869534,0.4444444444444499,0.3480791618160651,0.3351648351648351,0.8181818181818181,0,0,0,0,0,0,-0.10990338164250352,0
2851,L50030,1,0.5543478260869534,0.4444444444444499,0.2927823050058208,0.4285714285714286,0.826086956521739,0,0,0,0,0,0,-0.10990338164250352,0
2852,L50031,1,0.5652173913043441,0.4444444444444499,0.1193247962747381,0.618131868131868,0.83399209486166,0,0,0,0,0,0,-0.1207729468598942,0
2853,M17712,2,0.5652173913043441,0.4567901234567912,0.1041909196740396,0.635989010989011,0.8418972332015809,0,0,0,0,0,0,-0.10842726784755291,0
2854,M17713,2,0.5652173913043441,0.4444444444444499,0.2159487776484284,0.4848901098901099,0.8537549407114624,0,0,0,0,0,0,-0.1207729468598942,0
2855,L50034,1,0.5652173913043441,0.4444444444444499,0.1757857974388824,0.5082417582417581,0.8656126482213438,0,0,0,0,0,0,-0.1207729468598942,0
2856,L50035,1,0.5652173913043441,0.4444444444444499,0.209545983701979,0.456043956043956,0.8735177865612648,0,0,0,0,0,0,-0.1207729468598942,0
2857,H32270,0,0.5652173913043441,0.4444444444444499,0.1763678696158324,0.5686813186813187,0.8814229249011857,0,0,0,0,0,0,-0.1207729468598942,0
2858,M17717,2,0.5543478260869534,0.4320987654321016,0.209545983701979,0.4587912087912089,0.901185770750988,0,0,0,0,0,0,-0.12224906065485186,0
2859,L50038,1,0.5652173913043441,0.4444444444444499,0.1449359720605355,0.6552197802197802,0.9130434782608696,1,0,0,0,1,0,-0.1207729468598942,1
2860,L50039,1,0.5760869565217348,0.4567901234567912,0.2217694994179279,0.5439560439560439,0.9209486166007904,0,0,0,0,0,0,-0.1192968330649436,0
2861,H32274,0,0.5760869565217348,0.4567901234567912,0.1717112922002328,0.6236263736263736,0.9288537549407114,0,0,0,0,0,0,-0.1192968330649436,0
2862,L50041,1,0.5869565217391255,0.4691358024691396,0.1810244470314319,0.5467032967032966,0.9486166007905138,0,0,0,0,0,0,-0.11782071926998589,0
2863,L50042,1,0.5760869565217348,0.4691358024691396,0.4068684516880093,0.2637362637362637,0.9565217391304348,0,0,0,0,0,0,-0.1069511540525952,0
2864,L50043,1,0.5760869565217348,0.4567901234567912,0.1763678696158324,0.5535714285714285,0.9644268774703556,0,0,0,0,0,0,-0.1192968330649436,0
2865,H32278,0,0.5760869565217348,0.4567901234567912,0.1233993015133877,0.6016483516483516,0.9723320158102766,1,1,0,0,0,0,-0.1192968330649436,1
2866,H32279,0,0.5869565217391255,0.4938271604938293,0.2648428405122235,0.396978021978022,0.0,0,0,0,0,0,0,-0.0931293612452962,0
2867,L50046,1,0.5978260869565162,0.4938271604938293,0.4825378346915018,0.2321428571428571,0.0197628458498023,0,0,0,0,0,0,-0.10399892646268688,0
2868,H32281,0,0.5869565217391255,0.481481481481488,0.1292200232828871,0.6140109890109889,0.0276679841897233,0,0,0,0,0,0,-0.10547504025763749,0
2869,L50048,1,0.5978260869565162,0.4938271604938293,0.1455180442374855,0.5879120879120879,0.0474308300395256,0,0,0,0,0,0,-0.10399892646268688,0
2870,L50049,1,0.5978260869565162,0.4938271604938293,0.2043073341094295,0.4395604395604395,0.0553359683794466,0,0,0,0,0,0,-0.10399892646268688,0
2871,M17730,2,0.5978260869565162,0.4938271604938293,0.2043073341094295,0.4931318681318682,0.0632411067193675,0,0,0,0,0,0,-0.10399892646268688,0
2872,M17731,2,0.5869565217391255,0.481481481481488,0.2142025611175786,0.4587912087912089,0.075098814229249,0,0,0,0,0,0,-0.10547504025763749,0
2873,L50052,1,0.5978260869565162,0.481481481481488,0.2980209545983702,0.342032967032967,0.0869565217391304,0,0,0,0,0,0,-0.11634460547502817,0
2874,H32287,0,0.5760869565217348,0.4567901234567912,0.2252619324796275,0.4684065934065933,0.0948616600790513,0,0,0,0,0,0,-0.1192968330649436,0
2875,L50054,1,0.5760869565217348,0.4691358024691396,0.1763678696158324,0.6291208791208791,0.1146245059288537,0,0,0,0,0,0,-0.1069511540525952,0
2876,M17735,2,0.5652173913043441,0.4567901234567912,0.4126891734575088,0.2747252747252747,0.1225296442687746,0,0,0,0,0,0,-0.10842726784755291,0
2877,M17736,2,0.5652173913043441,0.4444444444444499,0.2386495925494761,0.3667582417582418,0.1343873517786561,0,0,0,0,0,0,-0.1207729468598942,0
2878,M17737,2,0.5652173913043441,0.4567901234567912,0.2834691501746217,0.3887362637362637,0.1462450592885375,0,0,0,0,0,0,-0.10842726784755291,0
2879,H32292,0,0.5652173913043441,0.4567901234567912,0.1944121071012806,0.4189560439560439,0.1581027667984189,0,0,0,0,0,0,-0.10842726784755291,0
2880,M17739,2,0.5760869565217348,0.4567901234567912,0.1158323632130384,0.8159340659340659,0.1778656126482213,1,0,0,1,0,0,-0.1192968330649436,1
2881,L50060,1,0.5869565217391255,0.4691358024691396,0.2171129220023283,0.4587912087912089,0.1897233201581027,0,0,0,0,0,0,-0.11782071926998589,0
2882,M17741,2,0.5760869565217348,0.481481481481488,0.2444703143189756,0.456043956043956,0.1976284584980237,0,0,0,0,0,0,-0.0946054750402468,0
2883,L50062,1,0.5760869565217348,0.481481481481488,0.3003492433061699,0.3983516483516483,0.2094861660079051,0,0,0,0,0,0,-0.0946054750402468,0
2884,L50063,1,0.5760869565217348,0.4691358024691396,0.1565774155995344,0.4972527472527473,0.217391304347826,0,0,0,0,0,0,-0.1069511540525952,0
2885,L50064,1,0.5760869565217348,0.481481481481488,0.140279394644936,0.5302197802197801,0.225296442687747,0,0,0,0,0,0,-0.0946054750402468,0
2886,M17745,2,0.5652173913043441,0.4691358024691396,0.0884749708963912,0.6332417582417582,0.2332015810276679,0,0,0,0,0,0,-0.09608158883520451,0
2887,H32300,0,0.5652173913043441,0.4691358024691396,0.2718277066356228,0.4175824175824176,0.2450592885375493,0,0,0,0,0,0,-0.09608158883520451,0
2888,M17747,2,0.5652173913043441,0.4691358024691396,0.3044237485448196,0.326923076923077,0.2648221343873517,0,0,0,0,0,0,-0.09608158883520451,0
2889,M17748,2,0.5760869565217348,0.481481481481488,0.1146682188591385,0.6346153846153846,0.2766798418972331,0,0,0,0,0,0,-0.0946054750402468,0
2890,M17749,2,0.5869565217391255,0.4938271604938293,0.2066356228172293,0.4725274725274725,0.2885375494071146,0,0,0,0,0,0,-0.0931293612452962,0
2891,L50070,1,0.5760869565217348,0.4938271604938293,0.2473806752037253,0.3928571428571428,0.300395256916996,0,0,0,0,0,0,-0.08225979602790551,0
2892,L50071,1,0.5760869565217348,0.481481481481488,0.2991850989522701,0.3695054945054945,0.308300395256917,0,0,0,0,0,0,-0.0946054750402468,0
2893,L50072,1,0.5869565217391255,0.481481481481488,0.0937136204889407,0.6936813186813185,0.3162055335968379,0,0,0,0,0,0,-0.10547504025763749,0
2894,M17753,2,0.5869565217391255,0.481481481481488,0.2328288707799767,0.4313186813186814,0.3241106719367588,0,0,0,0,0,0,-0.10547504025763749,0
2895,L50074,1,0.5869565217391255,0.481481481481488,0.3288707799767171,0.2884615384615385,0.3359683794466403,0,0,0,0,0,0,-0.10547504025763749,0
2896,M17755,2,0.5869565217391255,0.481481481481488,0.1775320139697322,0.6085164835164835,0.3438735177865612,0,0,0,0,0,0,-0.10547504025763749,0
2897,M17756,2,0.5869565217391255,0.4691358024691396,0.2706635622817229,0.3777472527472528,0.3557312252964427,0,0,0,0,0,0,-0.11782071926998589,0
2898,M17757,2,0.5760869565217348,0.4691358024691396,0.2107101280558789,0.5,0.3675889328063241,0,0,0,0,0,0,-0.1069511540525952,0
2899,M17758,2,0.5760869565217348,0.4691358024691396,0.2223515715948778,0.5,0.3794466403162055,0,0,0,0,0,0,-0.1069511540525952,0
2900,L50079,1,0.5760869565217348,0.4567901234567912,0.1408614668218859,0.5054945054945055,0.3913043478260869,0,0,0,0,0,0,-0.1192968330649436,0
2901,L50080,1,0.5652173913043441,0.4444444444444499,0.2363213038416763,0.4079670329670329,0.3992094861660079,0,0,0,0,0,0,-0.1207729468598942,0
2902,L50081,1,0.5760869565217348,0.4567901234567912,0.1495925494761351,0.5013736263736263,0.4071146245059288,0,0,0,0,0,0,-0.1192968330649436,0
2903,M17762,2,0.5760869565217348,0.4567901234567912,0.2171129220023283,0.4313186813186814,0.4150197628458498,0,0,0,0,0,0,-0.1192968330649436,0
2904,M17763,2,0.5869565217391255,0.4691358024691396,0.3288707799767171,0.3145604395604395,0.4268774703557312,0,0,0,0,0,0,-0.11782071926998589,0
2905,L50084,1,0.5760869565217348,0.4567901234567912,0.7729918509895227,0.1332417582417582,0.4387351778656126,0,0,0,0,0,0,-0.1192968330649436,0
2906,L50085,1,0.5760869565217348,0.4567901234567912,0.2235157159487777,0.4478021978021977,0.4466403162055335,0,0,0,0,0,0,-0.1192968330649436,0
2907,L50086,1,0.5760869565217348,0.4444444444444499,0.140279394644936,0.4793956043956044,0.4545454545454545,0,0,0,0,0,0,-0.1316425120772849,0
2908,M17767,2,0.5760869565217348,0.4567901234567912,0.2403958090803259,0.4381868131868132,0.4624505928853755,0,0,0,0,0,0,-0.1192968330649436,0
2909,L50088,1,0.5869565217391255,0.4691358024691396,0.0483119906868452,0.7706043956043955,0.4743083003952569,0,0,0,0,0,0,-0.11782071926998589,0
2910,L50089,1,0.5869565217391255,0.481481481481488,0.1932479627473807,0.5535714285714285,0.4822134387351778,0,0,0,0,0,0,-0.10547504025763749,0
2911,L50090,1,0.5760869565217348,0.4691358024691396,0.2374854481955762,0.4807692307692308,0.4901185770750987,0,0,0,0,0,0,-0.1069511540525952,0
2912,M17771,2,0.5869565217391255,0.4691358024691396,0.1071012805587893,0.5521978021978021,0.4980237154150197,0,0,0,0,0,0,-0.11782071926998589,0
2913,L50092,1,0.5869565217391255,0.481481481481488,0.2869615832363213,0.364010989010989,0.5098814229249011,0,0,0,0,0,0,-0.10547504025763749,0
2914,L50093,1,0.5869565217391255,0.481481481481488,0.2171129220023283,0.4230769230769231,0.5177865612648221,0,0,0,0,0,0,-0.10547504025763749,0
2915,H32328,0,0.5760869565217348,0.481481481481488,0.419091967403958,0.2293956043956044,0.525691699604743,0,0,0,0,0,0,-0.0946054750402468,0
2916,L50095,1,0.5652173913043441,0.4691358024691396,0.0506402793946449,0.8008241758241758,0.5454545454545454,0,0,0,0,0,0,-0.09608158883520451,0
2917,L50096,1,0.5760869565217348,0.481481481481488,0.1414435389988358,0.5192307692307692,0.5533596837944663,0,0,0,0,0,0,-0.0946054750402468,0
2918,L50097,1,0.5760869565217348,0.4691358024691396,0.2025611175785797,0.4835164835164835,0.5612648221343873,0,0,0,0,0,0,-0.1069511540525952,0
2919,M17778,2,0.5760869565217348,0.4691358024691396,0.1885913853317812,0.4148351648351648,0.5691699604743082,0,0,0,0,0,0,-0.1069511540525952,0
2920,L50099,1,0.5760869565217348,0.481481481481488,0.3247962747380676,0.3598901098901099,0.5810276679841897,0,0,0,0,0,0,-0.0946054750402468,0
2921,L50100,1,0.5869565217391255,0.4938271604938293,0.250291036088475,0.4107142857142857,0.5889328063241106,0,0,0,0,0,0,-0.0931293612452962,0
2922,L50101,1,0.5978260869565162,0.5061728395061778,0.2846332945285216,0.375,0.5968379446640316,0,0,0,0,0,0,-0.09165324745033843,0
2923,L50102,1,0.5978260869565162,0.4938271604938293,0.1821885913853318,0.4711538461538462,0.6047430830039525,0,0,0,0,0,0,-0.10399892646268688,0
2924,M17783,2,0.5869565217391255,0.4938271604938293,0.1332945285215366,0.6524725274725274,0.6126482213438734,0,0,0,0,0,0,-0.0931293612452962,0
2925,L50104,1,0.5978260869565162,0.4938271604938293,0.1705471478463329,0.5563186813186812,0.6245059288537549,0,0,0,0,0,0,-0.10399892646268688,0
2926,M17785,2,0.5869565217391255,0.481481481481488,0.1280558789289873,0.6497252747252747,0.6324110671936758,0,0,0,0,0,0,-0.10547504025763749,0
2927,L50106,1,0.5869565217391255,0.4938271604938293,0.1973224679860303,0.6675824175824175,0.6442687747035573,0,0,0,0,0,0,-0.0931293612452962,0
