UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2918,L50097,1,0.5760869565217348,0.46913580246913966,0.20256111757857975,0.4835164835164835,0.5612648221343873,0,0,0,0,0,0
2919,M17778,2,0.5760869565217348,0.46913580246913966,0.18859138533178121,0.41483516483516486,0.5691699604743082,0,0,0,0,0,0
2920,L50099,1,0.5760869565217348,0.48148148148148806,0.3247962747380676,0.3598901098901099,0.5810276679841897,0,0,0,0,0,0
2921,L50100,1,0.5869565217391255,0.49382716049382935,0.250291036088475,0.41071428571428575,0.5889328063241106,0,0,0,0,0,0
2922,L50101,1,0.5978260869565162,0.5061728395061778,0.2846332945285216,0.37500000000000006,0.5968379446640316,0,0,0,0,0,0
2923,L50102,1,0.5978260869565162,0.49382716049382935,0.18218859138533183,0.4711538461538462,0.6047430830039525,0,0,0,0,0,0
2924,M17783,2,0.5869565217391255,0.49382716049382935,0.13329452852153667,0.6524725274725274,0.6126482213438734,0,0,0,0,0,0
2925,L50104,1,0.5978260869565162,0.49382716049382935,0.17054714784633296,0.5563186813186812,0.6245059288537549,0,0,0,0,0,0
2926,M17785,2,0.5869565217391255,0.48148148148148806,0.1280558789289873,0.6497252747252747,0.6324110671936758,0,0,0,0,0,0
2927,L50106,1,0.5869565217391255,0.49382716049382935,0.19732246798603037,0.6675824175824175,0.6442687747035573,0,0,0,0,0,0
2928,M17787,2,0.5869565217391255,0.48148148148148806,0.14726426076833532,0.6318681318681317,0.6521739130434783,0,0,0,0,0,0
2929,M17788,2,0.5978260869565162,0.49382716049382935,0.052386495925494825,0.7019230769230769,0.6640316205533596,0,0,0,0,0,0
2930,M17789,2,0.5978260869565162,0.49382716049382935,0.18277066356228178,0.4835164835164835,0.6758893280632411,0,0,0,0,0,0
2931,H32344,0,0.5869565217391255,0.48148148148148806,0.13678696158323633,0.6524725274725274,0.6877470355731224,0,0,0,0,0,0
2932,L50111,1,0.5978260869565162,0.49382716049382935,0.11932479627473813,0.5714285714285714,0.7075098814229248,0,0,0,0,0,0
2933,L50112,1,0.6086956521739069,0.49382716049382935,0.16996507566938301,0.5260989010989011,0.7154150197628458,0,0,0,0,0,0
2934,M17793,2,0.5978260869565162,0.49382716049382935,0.3393480791618161,0.33104395604395603,0.7233201581027667,0,0,0,0,0,0
2935,M17794,2,0.5978260869565162,0.48148148148148806,0.22002328288707806,0.5288461538461537,0.7351778656126482,0,0,0,0,0,0
2936,M17795,2,0.5978260869565162,0.49382716049382935,0.2980209545983702,0.33516483516483514,0.7470355731225296,0,0,0,0,0,0
2937,M17796,2,0.6086956521739069,0.49382716049382935,0.13154831199068684,0.618131868131868,0.758893280632411,0,0,0,0,0,0
2938,L50117,1,0.5869565217391255,0.48148148148148806,0.37369033760186265,0.30494505494505497,0.7707509881422925,0,0,0,0,0,0
2939,L50118,1,0.5869565217391255,0.46913580246913966,0.18102444703143195,0.4217032967032967,0.7786561264822134,0,0,0,0,0,0
2940,L50119,1,0.6086956521739069,0.49382716049382935,0.15308498253783476,0.5164835164835164,0.7865612648221343,0,0,0,0,0,0
2941,L50120,1,0.6086956521739069,0.49382716049382935,0.690919674039581,0.1456043956043956,0.7944664031620553,0,0,0,0,0,0
2942,M17801,2,0.5869565217391255,0.48148148148148806,0.48195576251455174,0.21978021978021983,0.8023715415019762,1,1,0,0,0,0
2943,L50122,1,0.5869565217391255,0.46913580246913966,0.17054714784633296,0.6332417582417582,0.0,0,0,0,0,0,0
2944,H32357,0,0.5869565217391255,0.46913580246913966,0.48835855646100124,0.2184065934065934,0.007905138339920948,0,0,0,0,0,0
2945,L50124,1,0.5869565217391255,0.48148148148148806,0.19615832363213048,0.4271978021978022,0.02766798418972332,0,0,0,0,0,0
2946,H32359,0,0.5869565217391255,0.48148148148148806,0.4406286379511061,0.2293956043956044,0.035573122529644265,0,0,0,0,0,0
2947,M17806,2,0.5869565217391255,0.46913580246913966,0.26426076833527357,0.3667582417582418,0.05533596837944664,0,0,0,0,0,0
2948,L50127,1,0.5869565217391255,0.46913580246913966,0.24679860302677536,0.34615384615384615,0.06719367588932806,0,0,0,0,0,0
2949,L50128,1,0.5869565217391255,0.46913580246913966,0.3969732246798604,0.28434065934065933,0.07509881422924901,0,0,0,0,0,0
2950,M17809,2,0.5869565217391255,0.46913580246913966,0.17578579743888245,0.6167582417582418,0.08300395256916995,0,0,0,0,0,0
2951,M17810,2,0.5869565217391255,0.46913580246913966,0.16123399301513397,0.5851648351648351,0.09486166007905138,0,0,0,0,0,0
2952,L50131,1,0.5869565217391255,0.46913580246913966,0.3009313154831199,0.37500000000000006,0.1067193675889328,0,0,0,0,0,0
2953,H32366,0,0.5869565217391255,0.46913580246913966,0.29045401629802103,0.3667582417582418,0.11462450592885375,0,0,0,0,0,0
2954,L50133,1,0.5869565217391255,0.46913580246913966,0.23864959254947615,0.4340659340659341,0.13438735177865613,0,0,0,0,0,0
2955,H32368,0,0.5760869565217348,0.45679012345679126,0.3044237485448196,0.3324175824175824,0.14229249011857706,0,0,0,0,0,0
2956,M17815,2,0.5869565217391255,0.46913580246913966,0.1577415599534343,0.5494505494505494,0.16205533596837943,0,0,0,0,0,0
2957,M17816,2,0.5978260869565162,0.48148148148148806,0.13736903376018628,0.4793956043956044,0.17391304347826086,0,0,0,0,0,0
2958,L50137,1,0.5978260869565162,0.48148148148148806,0.19208381839348088,0.5769230769230769,0.18577075098814227,0,0,0,0,0,0
2959,M17818,2,0.5978260869565162,0.46913580246913966,0.18218859138533183,0.559065934065934,0.19367588932806323,0,0,0,0,0,0
2960,M17819,2,0.5869565217391255,0.45679012345679126,0.24505238649592553,0.4285714285714286,0.20553359683794464,0,0,0,0,0,0
2961,L50140,1,0.5869565217391255,0.46913580246913966,0.17403958090803262,0.5563186813186812,0.21739130434782608,0,0,0,0,0,0
2962,L50141,1,0.5760869565217348,0.45679012345679126,0.28288707799767177,0.3983516483516483,0.225296442687747,0,0,0,0,0,0
2963,L50142,1,0.5869565217391255,0.46913580246913966,0.1979045401629802,0.49587912087912084,0.23320158102766797,0,0,0,0,0,0
2964,M17823,2,0.5869565217391255,0.48148148148148806,0.1577415599534343,0.5384615384615384,0.24110671936758893,0,0,0,0,0,0
2965,L50144,1,0.5869565217391255,0.46913580246913966,0.3050058207217695,0.36401098901098905,0.25296442687747034,0,0,0,0,0,0
2966,M17825,2,0.5869565217391255,0.46913580246913966,0.3899883585564611,0.2898351648351648,0.2608695652173913,0,0,0,0,0,0
2967,L50146,1,0.5760869565217348,0.44444444444444997,0.25203725261932486,0.5,0.2727272727272727,0,0,0,0,0,0
2968,L50147,1,0.5760869565217348,0.45679012345679126,0.11699650756693836,0.6565934065934066,0.28063241106719367,0,0,0,0,0,0
2969,M17828,2,0.5760869565217348,0.45679012345679126,0.08381839348079168,0.5686813186813187,0.2885375494071146,0,0,0,0,0,0
2970,L50149,1,0.5760869565217348,0.45679012345679126,0.17462165308498256,0.5535714285714285,0.30039525691699603,0,0,0,0,0,0
2971,M17830,2,0.5760869565217348,0.45679012345679126,0.16530849825378346,0.489010989010989,0.308300395256917,0,0,0,0,0,0
2972,M17831,2,0.5869565217391255,0.46913580246913966,0.130966239813737,0.5508241758241758,0.3201581027667984,0,0,0,0,0,0
2973,M17832,2,0.5760869565217348,0.45679012345679126,0.1536670547147847,0.554945054945055,0.3320158102766798,0,0,0,0,0,0
2974,M17833,2,0.5760869565217348,0.44444444444444997,0.1990686845168801,0.5796703296703296,0.3438735177865612,0,0,0,0,0,0
2975,M17834,2,0.5760869565217348,0.45679012345679126,0.20547147846332947,0.4587912087912089,0.3557312252964427,0,0,0,0,0,0
2976,H32389,0,0.5652173913043441,0.45679012345679126,0.11175785797438886,0.5824175824175825,0.3675889328063241,0,0,0,0,0,0
2977,M17836,2,0.5652173913043441,0.44444444444444997,0.41501746216530855,0.2980769230769231,0.38735177865612647,0,0,0,0,0,0
2978,L50157,1,0.5543478260869534,0.44444444444444997,0.14260768335273577,0.6387362637362637,0.3992094861660079,0,0,0,0,0,0
2979,H32392,0,0.5652173913043441,0.45679012345679126,0.27590221187427244,0.4450549450549451,0.40711462450592883,0,0,0,0,0,0
2980,L50159,1,0.5652173913043441,0.46913580246913966,0.2176949941792783,0.4766483516483517,0.4268774703557312,0,0,0,0,0,0
2981,L50160,1,0.5543478260869534,0.46913580246913966,0.16239813736903386,0.4876373626373626,0.43478260869565216,0,0,0,0,0,0
2982,H32395,0,0.5543478260869534,0.45679012345679126,0.21071012805587896,0.5027472527472526,0.4426877470355731,0,0,0,0,0,0
2983,L50162,1,0.5652173913043441,0.46913580246913966,0.3649592549476136,0.3282967032967033,0.4624505928853755,0,0,0,0,0,0
2984,L50163,1,0.5760869565217348,0.48148148148148806,0.07101280558789291,0.7362637362637362,0.4703557312252964,0,0,0,0,0,0
2985,L50164,1,0.5760869565217348,0.49382716049382935,0.2741559953434226,0.36538461538461536,0.47826086956521735,0,0,0,0,0,0
2986,L50165,1,0.5869565217391255,0.5061728395061778,0.24912689173457514,0.38049450549450553,0.4861660079051383,0,0,0,0,0,0
2987,L50166,1,0.5760869565217348,0.5061728395061778,0.1670547147846333,0.6071428571428571,0.49407114624505927,0,0,0,0,0,0
2988,M17847,2,0.5760869565217348,0.5061728395061778,0.2857974388824215,0.3447802197802198,0.5019762845849802,0,0,0,0,0,0
2989,M17848,2,0.5760869565217348,0.5061728395061778,0.21187427240977885,0.5315934065934066,0.5138339920948616,0,0,0,0,0,0
2990,L50169,1,0.5760869565217348,0.5061728395061778,0.19441210710128065,0.5302197802197801,0.525691699604743,0,0,0,0,0,0
2991,L50170,1,0.5760869565217348,0.5061728395061778,0.30267753201396974,0.34065934065934067,0.533596837944664,0,0,0,0,0,0
2992,M17851,2,0.5652173913043441,0.49382716049382935,0.10069848661233993,0.6469780219780219,0.541501976284585,0,0,0,0,0,0
2993,M17852,2,0.5652173913043441,0.49382716049382935,0.3009313154831199,0.3516483516483516,0.5533596837944663,0,0,0,0,0,0
2994,M17853,2,0.5652173913043441,0.5061728395061778,0.1175785797438883,0.7156593406593406,0.5652173913043478,0,0,0,0,0,0
2995,L50174,1,0.5652173913043441,0.5061728395061778,0.17054714784633296,0.6689560439560439,0.5770750988142292,0,0,0,0,0,0
2996,L50175,1,0.5652173913043441,0.5061728395061778,0.22235157159487784,0.4615384615384615,0.5849802371541502,0,0,0,0,0,0
2997,M17856,2,0.5652173913043441,0.5061728395061778,0.1979045401629802,0.467032967032967,0.592885375494071,0,0,0,0,0,0
2998,L50177,1,0.5652173913043441,0.5061728395061778,0.10302677532013971,0.8090659340659341,0.6047430830039525,0,0,0,0,0,0
2999,L50178,1,0.5652173913043441,0.49382716049382935,0.260768335273574,0.4217032967032967,0.6126482213438734,0,0,0,0,0,0
3000,L50179,1,0.5652173913043441,0.49382716049382935,0.13213038416763678,0.7857142857142857,0.6205533596837944,0,0,0,0,0,0
3001,H32414,0,0.5652173913043441,0.5061728395061778,0.090803259604191,0.9478021978021977,0.6284584980237153,1,0,0,1,0,0
3002,L50181,1,0.5652173913043441,0.5061728395061778,0.16123399301513397,0.5508241758241758,0.6482213438735177,0,0,0,0,0,0
3003,M17862,2,0.5652173913043441,0.5061728395061778,0.22526193247962756,0.48214285714285715,0.6561264822134387,0,0,0,0,0,0
3004,M17863,2,0.5760869565217348,0.518518518518519,0.16356228172293374,0.5302197802197801,0.6679841897233201,0,0,0,0,0,0
3005,M17864,2,0.5652173913043441,0.518518518518519,0.17345750873108268,0.6785714285714286,0.6798418972332015,0,0,0,0,0,0
3006,L50185,1,0.5652173913043441,0.518518518518519,0.1949941792782306,0.4615384615384615,0.691699604743083,0,0,0,0,0,0
3007,L50186,1,0.5543478260869534,0.49382716049382935,0.18626309662398144,0.43818681318681324,0.6996047430830039,0,0,0,0,0,0
3008,L50187,1,0.5543478260869534,0.49382716049382935,0.08498253783469156,0.6373626373626373,0.7075098814229248,0,0,0,0,0,0
3009,M17868,2,0.5543478260869534,0.49382716049382935,0.220605355064028,0.46978021978021983,0.7154150197628458,0,0,0,0,0,0
3010,M17869,2,0.5543478260869534,0.49382716049382935,0.17345750873108268,0.49450549450549447,0.7272727272727272,0,0,0,0,0,0
3011,L50190,1,0.5434782608695627,0.48148148148148806,0.21478463329452857,0.4574175824175824,0.7391304347826086,0,0,0,0,0,0
3012,M17871,2,0.5326086956521721,0.46913580246913966,0.1548311990686846,0.6552197802197802,0.7470355731225296,0,0,0,0,0,0
3013,L50192,1,0.5543478260869534,0.48148148148148806,0.1536670547147847,0.5618131868131868,0.758893280632411,0,0,0,0,0,0
3014,L50193,1,0.5652173913043441,0.48148148148148806,0.12922002328288718,0.6126373626373626,0.7667984189723319,0,0,0,0,0,0
3015,L50194,1,0.5652173913043441,0.49382716049382935,0.23981373690337604,0.5357142857142856,0.7747035573122529,0,0,0,0,0,0
3016,L50195,1,0.5652173913043441,0.49382716049382935,0.24505238649592553,0.3667582417582418,0.7826086956521738,0,0,0,0,0,0
3017,L50196,1,0.5652173913043441,0.5061728395061778,0.1589057043073342,0.618131868131868,0.7905138339920948,0,0,0,0,0,0
3018,L50197,1,0.5652173913043441,0.5061728395061778,0.07974388824214207,0.657967032967033,0.7984189723320158,0,0,0,0,0,0
3019,M17878,2,0.5652173913043441,0.5061728395061778,0.23166472642607683,0.4409340659340659,0.8063241106719367,0,0,0,0,0,0
3020,L50199,1,0.5652173913043441,0.5061728395061778,0.1228172293364378,0.6923076923076923,0.8181818181818181,1,0,0,0,1,0
3021,L50200,1,0.5543478260869534,0.48148148148148806,0.21827706635622823,0.4711538461538462,0.826086956521739,0,0,0,0,0,0
3022,L50201,1,0.5652173913043441,0.5061728395061778,0.14726426076833532,0.6291208791208791,0.83399209486166,0,0,0,0,0,0
3023,L50202,1,0.5652173913043441,0.48148148148148806,0.3445867287543657,0.36813186813186816,0.8418972332015809,0,0,0,0,0,0
3024,L50203,1,0.5543478260869534,0.46913580246913966,0.31606519208381845,0.3489010989010989,0.849802371541502,0,0,0,0,0,0
3025,L50204,1,0.5652173913043441,0.48148148148148806,0.17287543655413273,0.5192307692307692,0.8577075098814229,0,0,0,0,0,0
3026,L50205,1,0.5652173913043441,0.48148148148148806,0.11525029103608853,0.6373626373626373,0.8656126482213438,0,0,0,0,0,0
3027,M17886,2,0.5543478260869534,0.46913580246913966,0.41909196740395804,0.24862637362637363,0.8735177865612648,0,0,0,0,0,0
3028,L50207,1,0.5652173913043441,0.46913580246913966,0.3544819557625146,0.271978021978022,0.0,0,0,0,0,0,0
3029,L50208,1,0.5652173913043441,0.46913580246913966,0.1228172293364378,0.7115384615384616,0.007905138339920948,0,0,0,0,0,0
3030,L50209,1,0.5543478260869534,0.46913580246913966,0.20779976717112925,0.6524725274725274,0.015810276679841896,0,0,0,0,0,0
3031,M17890,2,0.5543478260869534,0.48148148148148806,0.2299185098952271,0.41483516483516486,0.023715415019762844,0,0,0,0,0,0
3032,M17891,2,0.5652173913043441,0.49382716049382935,0.12863795110593723,0.5425824175824175,0.035573122529644265,0,0,0,0,0,0
3033,M17892,2,0.5760869565217348,0.5061728395061778,0.16239813736903386,0.5370879120879121,0.04743083003952569,0,0,0,0,0,0
3034,M17893,2,0.5760869565217348,0.49382716049382935,0.44586728754365546,0.260989010989011,0.05928853754940711,0,0,0,0,0,0
3035,H32448,0,0.5760869565217348,0.49382716049382935,0.17578579743888245,0.5494505494505494,0.07114624505928853,0,0,0,0,0,0
3036,M17895,2,0.5760869565217348,0.49382716049382935,0.15133876600698493,0.532967032967033,0.0909090909090909,0,0,0,0,0,0
3037,L50216,1,0.5543478260869534,0.48148148148148806,0.08789289871944128,0.6085164835164835,0.10276679841897232,0,0,0,0,0,0
3038,L50217,1,0.5652173913043441,0.49382716049382935,0.4185098952270082,0.2815934065934066,0.11067193675889328,0,0,0,0,0,0
3039,L50218,1,0.5543478260869534,0.46913580246913966,0.10535506402793948,0.6401098901098901,0.11857707509881422,0,0,0,0,0,0
3040,M17899,2,0.5434782608695627,0.46913580246913966,0.28928987194412115,0.3791208791208791,0.12648221343873517,0,0,0,0,0,0
3041,L50220,1,0.5434782608695627,0.46913580246913966,0.17811408614668223,0.4793956043956044,0.13833992094861658,0,0,0,0,0,0
3042,L50221,1,0.5543478260869534,0.46913580246913966,0.21827706635622823,0.48214285714285715,0.14624505928853754,0,0,0,0,0,0
3043,M17902,2,0.5326086956521721,0.45679012345679126,0.16938300349243307,0.5508241758241758,0.1541501976284585,0,0,0,0,0,0
3044,L50223,1,0.5434782608695627,0.46913580246913966,0.22293364377182778,0.46840659340659335,0.1660079051383399,0,0,0,0,0,0
3045,L50224,1,0.5326086956521721,0.45679012345679126,0.4732246798603027,0.24175824175824173,0.17391304347826086,0,0,0,0,0,0
3046,L50225,1,0.5326086956521721,0.45679012345679126,0.2083818393480792,0.43269230769230765,0.1818181818181818,0,0,0,0,0,0
3047,M17906,2,0.5326086956521721,0.45679012345679126,0.1938300349243307,0.4972527472527473,0.18972332015810275,0,0,0,0,0,0
3048,L50227,1,0.5326086956521721,0.45679012345679126,0.2270081490104774,0.4739010989010988,0.20158102766798416,0,0,0,0,0,0
3049,L50228,1,0.5326086956521721,0.44444444444444997,0.21187427240977885,0.5412087912087912,0.20948616600790512,0,0,0,0,0,0
3050,L50229,1,0.5217391304347814,0.4320987654321016,0.09196740395809089,0.7156593406593406,0.21739130434782608,0,0,0,0,0,0
3051,L50230,1,0.5326086956521721,0.4320987654321016,0.15308498253783476,0.6524725274725274,0.225296442687747,0,0,0,0,0,0
3052,L50231,1,0.5326086956521721,0.44444444444444997,0.11525029103608853,0.6249999999999999,0.23320158102766797,0,0,0,0,0,0
3053,L50232,1,0.5217391304347814,0.4320987654321016,0.14726426076833532,0.5315934065934066,0.24110671936758893,0,0,0,0,0,0
3054,H32467,0,0.5326086956521721,0.44444444444444997,0.19674039580908043,0.43681318681318687,0.24901185770750986,0,0,0,0,0,0
3055,H32468,0,0.5326086956521721,0.44444444444444997,0.10128055878928988,0.6167582417582418,0.26877470355731226,0,0,0,0,0,0
3056,L50235,1,0.5217391304347814,0.4320987654321016,0.15075669383003498,0.46428571428571436,0.2885375494071146,0,0,0,0,0,0
3057,L50236,1,0.5326086956521721,0.4320987654321016,0.29045401629802103,0.3585164835164835,0.2964426877470355,0,0,0,0,0,0
3058,L50237,1,0.5217391304347814,0.4197530864197603,0.1350407450523865,0.5892857142857143,0.3043478260869565,0,0,0,0,0,0
3059,L50238,1,0.5108695652173907,0.4074074074074119,0.31490104772991856,0.38873626373626374,0.31225296442687744,0,0,0,0,0,0
3060,M17919,2,0.5108695652173907,0.4074074074074119,0.11641443538998841,0.5769230769230769,0.3201581027667984,0,0,0,0,0,0
3061,L50240,1,0.5108695652173907,0.4197530864197603,0.4155995343422584,0.27472527472527475,0.3320158102766798,0,0,0,0,0,0
3062,L50241,1,0.5217391304347814,0.4197530864197603,0.10768335273573926,0.7541208791208791,0.33992094861660077,0,0,0,0,0,0
3063,L50242,1,0.4999999999999929,0.4074074074074119,0.22409778812572767,0.4972527472527473,0.34782608695652173,0,0,0,0,0,0
3064,L50243,1,0.5108695652173907,0.4197530864197603,0.15308498253783476,0.5714285714285714,0.3557312252964427,0,0,0,0,0,0
3065,M17924,2,0.5217391304347814,0.4197530864197603,0.3277066356228172,0.36538461538461536,0.3636363636363636,0,0,0,0,0,0
3066,M17925,2,0.5217391304347814,0.4320987654321016,0.3020954598370198,0.3282967032967033,0.37549407114624506,0,0,0,0,0,1
3067,M17926,2,0.5217391304347814,0.4320987654321016,0.16821885913853318,0.5563186813186812,0.38735177865612647,0,0,0,0,0,0
3068,L50247,1,0.5217391304347814,0.4320987654321016,0.2124563445867288,0.45604395604395603,0.3992094861660079,0,0,0,0,0,0
3069,H32482,0,0.5108695652173907,0.4074074074074119,0.26426076833527357,0.38461538461538464,0.40711462450592883,0,0,0,0,0,0
3070,L50249,1,0.5108695652173907,0.4197530864197603,0.36263096623981383,0.33516483516483514,0.4268774703557312,0,0,0,0,0,0
3071,L50250,1,0.5108695652173907,0.4197530864197603,0.26949941792782306,0.33653846153846156,0.43478260869565216,0,0,0,0,0,0
3072,L50251,1,0.5108695652173907,0.4074074074074119,0.5855646100116415,0.17994505494505492,0.4426877470355731,0,0,0,0,0,0
3073,L50252,1,0.5217391304347814,0.4074074074074119,0.08498253783469156,0.7472527472527473,0.450592885375494,0,0,0,0,0,0
3074,L50253,1,0.5217391304347814,0.4197530864197603,0.180442374854482,0.5920329670329669,0.458498023715415,0,0,0,0,0,0
3075,L50254,1,0.5217391304347814,0.4320987654321016,0.3579743888242143,0.3228021978021978,0.46640316205533594,0,0,0,0,0,0
3076,M17935,2,0.5217391304347814,0.4320987654321016,0.12630966239813746,0.581043956043956,0.4743083003952569,0,0,0,0,0,0
3077,L50256,1,0.5108695652173907,0.4320987654321016,0.16065192083818403,0.5467032967032966,0.4861660079051383,0,0,0,0,0,0
3078,L50257,1,0.5217391304347814,0.44444444444444997,0.3917345750873108,0.26373626373626374,0.49407114624505927,0,0,0,0,0,0
3079,M17938,2,0.5217391304347814,0.45679012345679126,0.10535506402793948,0.7197802197802198,0.5019762845849802,0,0,0,0,0,0
3080,L50259,1,0.5217391304347814,0.44444444444444997,0.10011641443538999,0.7170329670329669,0.5138339920948616,0,0,0,0,0,0
3081,M17940,2,0.4999999999999929,0.4320987654321016,0.21594877764842846,0.5412087912087912,0.5217391304347826,0,0,0,0,0,0
3082,M17941,2,0.5108695652173907,0.44444444444444997,0.44470314318975557,0.24725274725274726,0.533596837944664,0,0,0,0,0,0
3083,M17942,2,0.5108695652173907,0.44444444444444997,0.1391152502910361,0.5508241758241758,0.5454545454545454,0,0,0,0,0,0
3084,L50263,1,0.5217391304347814,0.44444444444444997,0.3166472642607684,0.3392857142857143,0.5573122529644269,0,0,0,0,0,0
3085,H32498,0,0.5217391304347814,0.45679012345679126,0.09371362048894072,0.7060439560439561,0.5652173913043478,0,0,0,0,0,0
3086,L50265,1,0.5217391304347814,0.4320987654321016,0.1589057043073342,0.5370879120879121,0.5849802371541502,0,0,0,0,0,0
3087,L50266,1,0.5108695652173907,0.4320987654321016,0.25727590221187435,0.38873626373626374,0.592885375494071,0,0,0,0,0,0
3088,M17947,2,0.5108695652173907,0.4197530864197603,0.17811408614668223,0.5686813186813187,0.6007905138339921,0,0,0,0,0,0
3089,M17948,2,0.5108695652173907,0.4197530864197603,0.26542491268917345,0.3708791208791209,0.6126482213438734,0,0,0,0,0,0
3090,H32503,0,0.5217391304347814,0.44444444444444997,0.20488940628637953,0.47252747252747257,0.6245059288537549,0,0,0,0,0,0
3091,H32504,0,0.5217391304347814,0.44444444444444997,0.1629802095459838,0.5769230769230769,0.6442687747035573,0,0,0,0,0,0
3092,L50271,1,0.5108695652173907,0.44444444444444997,0.2270081490104774,0.3557692307692308,0.6640316205533596,0,0,0,0,0,0
3093,M17952,2,0.5108695652173907,0.44444444444444997,0.6548311990686845,0.1717032967032967,0.6719367588932806,0,0,0,0,0,0
3094,L50273,1,0.5108695652173907,0.44444444444444997,0.13329452852153667,0.6510989010989011,0.683794466403162,0,0,0,0,0,0
3095,L50274,1,0.5108695652173907,0.44444444444444997,0.4679860302677533,0.25,0.691699604743083,0,0,0,0,0,0
3096,M17955,2,0.4999999999999929,0.4320987654321016,0.23632130384167638,0.4491758241758242,0.6996047430830039,0,0,0,0,0,0
3097,L50276,1,0.4999999999999929,0.4320987654321016,0.22817229336437728,0.48214285714285715,0.7114624505928854,0,0,0,0,0,0
3098,M17957,2,0.4999999999999929,0.4320987654321016,0.10768335273573926,0.6318681318681317,0.7193675889328063,0,0,0,0,0,0
3099,M17958,2,0.4999999999999929,0.4320987654321016,0.12863795110593723,0.6510989010989011,0.7312252964426877,0,0,0,0,0,0
3100,M17959,2,0.4999999999999929,0.4197530864197603,0.20081490104772992,0.5494505494505494,0.7430830039525691,0,0,0,0,0,0
3101,L50280,1,0.4891304347826093,0.4197530864197603,0.23864959254947615,0.5260989010989011,0.7549407114624506,0,0,0,0,0,0
3102,H32515,0,0.4891304347826093,0.4074074074074119,0.17403958090803262,0.46016483516483514,0.7628458498023715,0,0,0,0,0,0
3103,L50282,1,0.4999999999999929,0.4197530864197603,0.14202561117578583,0.6112637362637362,0.7826086956521738,0,0,0,0,0,0
3104,L50283,1,0.4891304347826093,0.4197530864197603,0.291036088474971,0.36401098901098905,0.7905138339920948,0,0,0,0,0,0
3105,M17964,2,0.4891304347826093,0.4320987654321016,0.2968568102444704,0.35714285714285715,0.7984189723320158,0,0,0,0,0,0
3106,L50285,1,0.4891304347826093,0.4197530864197603,0.25844004656577424,0.4340659340659341,0.8102766798418972,0,0,0,0,0,0
3107,L50286,1,0.4891304347826093,0.4197530864197603,0.1845168800931316,0.49587912087912084,0.8181818181818181,0,0,0,0,0,0
3108,M17967,2,0.4891304347826093,0.4197530864197603,0.16763678696158324,0.489010989010989,0.826086956521739,0,0,0,0,0,0
3109,L50288,1,0.4891304347826093,0.4320987654321016,0.19557625145518054,0.4793956043956044,0.8379446640316205,0,0,0,0,0,0
3110,L50289,1,0.4999999999999929,0.4320987654321016,0.18800931315483127,0.5563186813186812,0.8458498023715414,0,0,0,0,0,0
3111,H32524,0,0.4999999999999929,0.4320987654321016,0.20779976717112925,0.4038461538461539,0.0,0,0,0,0,0,0
3112,L50291,1,0.5108695652173907,0.4320987654321016,0.34400465657741564,0.33104395604395603,0.01976284584980237,0,0,0,0,0,0
3113,M17972,2,0.4891304347826093,0.4197530864197603,0.10884749708963914,0.7266483516483516,0.02766798418972332,0,0,0,0,0,0
3114,M17973,2,0.4999999999999929,0.4197530864197603,0.10302677532013971,0.7280219780219779,0.03952569169960474,0,0,0,0,0,0
3115,M17974,2,0.4999999999999929,0.4320987654321016,0.29976717112922,0.3667582417582418,0.05138339920948616,0,0,0,0,0,0
3116,L50295,1,0.4999999999999929,0.4320987654321016,0.28521536670547154,0.4258241758241758,0.06324110671936758,0,0,0,0,0,0
3117,L50296,1,0.5108695652173907,0.4320987654321016,0.23166472642607683,0.42032967032967034,0.07114624505928853,0,0,0,0,0,0
3118,M17977,2,0.5217391304347814,0.44444444444444997,0.1752037252619325,0.5508241758241758,0.07905138339920947,0,0,0,0,0,0
3119,M17978,2,0.5326086956521721,0.46913580246913966,0.16880093131548313,0.5920329670329669,0.0909090909090909,0,0,0,0,0,0
3120,L50299,1,0.5217391304347814,0.45679012345679126,0.40162980209545995,0.271978021978022,0.10276679841897232,0,0,0,0,0,0
3121,H32534,0,0.5217391304347814,0.45679012345679126,0.2299185098952271,0.5082417582417581,0.11067193675889328,0,0,0,0,0,0
3122,L50301,1,0.5217391304347814,0.45679012345679126,0.5663562281722935,0.19368131868131866,0.13043478260869565,0,0,0,0,0,0
3123,L50302,1,0.5108695652173907,0.44444444444444997,0.17753201396973228,0.5796703296703296,0.13833992094861658,0,0,0,0,0,0
3124,H32537,0,0.5108695652173907,0.45679012345679126,0.19208381839348088,0.4766483516483517,0.14624505928853754,0,0,0,0,0,0
3125,L50304,1,0.5217391304347814,0.45679012345679126,0.23282887077997672,0.4931318681318682,0.1660079051383399,0,0,0,0,0,0
3126,L50305,1,0.5217391304347814,0.45679012345679126,0.3061699650756694,0.3241758241758242,0.17391304347826086,0,0,0,0,0,0
3127,L50306,1,0.5108695652173907,0.45679012345679126,0.19266589057043082,0.43818681318681324,0.1818181818181818,0,0,0,0,0,0
3128,L50307,1,0.5108695652173907,0.46913580246913966,0.3195576251455181,0.33653846153846156,0.18972332015810275,0,0,0,0,0,0
